,personName,injury_date,Body_Part_Group,Injury_Reason_Group,Direction,injury_description,position_y,weight_lbs,height_inches,performance_metric_after,age_in_season,days_from_injury,foulsPersonal,plusMinusPoints,minutes_numeric,performance_metric_before,points,steals,assists,reboundsTotal,turnovers,fieldGoalsMade,fieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,threePointersMade,performance_pct,performance_change,injury_severity
427,Anthony Davis,2014-01-29,wrist_hand,injury,unspecified,finger injury,Forward-Center,220.0,82.0,35.9,21.0,3,3.1,-3.0,38.6,39.4,23.5,1.8,1.8,11.2,2.1,8.5,16.9,6.5,8.5,0.0,-0.08883248730964467,-3.5,Minor (≤1 week)
428,Anthony Davis,2014-03-29,ankle_region,injury,left,left ankle injury,Forward-Center,220.0,82.0,37.7,21.0,2,2.4,3.8,38.138333333333335,44.4,27.0,1.1,2.1,12.0,1.7,9.8,18.3,7.4,8.5,0.0,-0.1509009009009008,-6.699999999999996,Minor (≤1 week)
429,Anthony Davis,2014-04-09,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,220.0,82.0,49.4,22.0,202,2.0,-0.9,32.318333333333335,32.2,19.5,0.9,1.7,9.2,1.1,6.9,14.1,5.7,6.7,0.0,0.5341614906832296,17.199999999999996,Severe (>3 months)
430,Anthony Davis,2014-04-11,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,220.0,82.0,49.4,22.0,200,2.0,-0.9,32.318333333333335,32.2,19.5,0.9,1.7,9.2,1.1,6.9,14.1,5.7,6.7,0.0,0.5341614906832296,17.199999999999996,Severe (>3 months)
431,Anthony Davis,2014-04-12,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,220.0,82.0,49.4,22.0,199,2.0,-0.9,32.318333333333335,32.2,19.5,0.9,1.7,9.2,1.1,6.9,14.1,5.7,6.7,0.0,0.5341614906832296,17.199999999999996,Severe (>3 months)
432,Anthony Davis,2014-04-14,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,220.0,82.0,49.4,22.0,197,2.0,-0.9,32.318333333333335,32.2,19.5,0.9,1.7,9.2,1.1,6.9,14.1,5.7,6.7,0.0,0.5341614906832296,17.199999999999996,Severe (>3 months)
433,Anthony Davis,2014-04-16,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,220.0,82.0,49.4,22.0,195,2.0,-0.9,32.318333333333335,32.2,19.5,0.9,1.7,9.2,1.1,6.9,14.1,5.7,6.7,0.0,0.5341614906832296,17.199999999999996,Severe (>3 months)
434,Anthony Davis,2014-12-14,spine_torso,injury,unspecified,chest injury,Forward-Center,220.0,82.0,39.4,22.0,2,2.3,-1.7,32.94166666666666,36.8,21.9,1.5,1.3,8.7,1.2,8.3,14.6,5.3,7.3,0.0,0.07065217391304353,2.6000000000000014,Minor (≤1 week)
435,Anthony Davis,2015-01-16,foot_toe,strain_sprain_tear,left,sprained left toe,Forward-Center,220.0,82.0,41.3,22.0,5,2.6,5.3,38.339999999999996,39.9,23.2,0.9,2.0,11.2,1.4,9.0,17.0,5.2,5.5,0.0,0.03508771929824558,1.3999999999999986,Minor (≤1 week)
436,Anthony Davis,2015-01-30,hip_pelvis,strain_sprain_tear,left,strained left groin,Forward-Center,220.0,82.0,39.1,22.0,3,2.8,7.8,37.78333333333333,44.9,26.8,1.4,1.9,10.3,1.1,10.0,18.6,6.8,7.6,0.0,-0.12917594654788414,-5.799999999999997,Minor (≤1 week)
437,Anthony Davis,2015-02-09,shoulder_region,strain_sprain_tear,right,sprained right shoulder,Forward-Center,220.0,82.0,41.6,22.0,11,1.8,7.3,35.08333333333333,44.6,26.2,1.7,1.9,9.9,1.1,9.9,18.9,6.3,7.2,0.1,-0.06726457399103139,-3.0,Moderate (1-2 weeks)
438,Anthony Davis,2015-02-22,shoulder_region,strain_sprain_tear,right,sprained right shoulder,Forward-Center,220.0,82.0,47.4,22.0,10,1.5,4.9,32.625,37.1,22.5,1.3,1.8,9.8,1.2,8.4,17.6,5.6,6.5,0.1,0.2776280323450134,10.299999999999997,Moderate (1-2 weeks)
439,Anthony Davis,2015-03-19,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward-Center,220.0,82.0,40.2,22.0,3,1.8,3.6,34.445,37.2,23.2,0.8,2.9,10.1,1.9,9.4,19.1,4.4,5.4,0.0,0.08064516129032258,3.0,Minor (≤1 week)
440,Anthony Davis,2015-11-11,hip_pelvis,strain_sprain_tear,right,strained right hip,Forward-Center,253.0,82.0,39.7,23.0,4,2.9,-1.6,36.695,38.6,25.0,1.5,2.7,9.4,2.6,8.8,17.8,6.9,9.2,0.5,0.028497409326424906,1.1000000000000014,Minor (≤1 week)
441,Anthony Davis,2015-11-18,shoulder_region,injury,unspecified,shoulder injury,Forward-Center,253.0,82.0,40.7,23.0,2,2.6,-3.7,33.80833333333333,33.3,23.5,1.2,2.0,8.9,2.8,8.4,17.7,6.0,8.1,0.7,0.2222222222222224,7.400000000000006,Minor (≤1 week)
442,Anthony Davis,2016-01-08,spine_torso,bruise_contusion,unspecified,bruised back,Forward-Center,253.0,82.0,39.2,23.0,5,2.2,0.0,37.49666666666667,38.2,23.2,1.2,1.9,11.9,2.5,9.4,18.5,4.2,5.2,0.2,0.026178010471204185,1.0,Minor (≤1 week)
443,Anthony Davis,2016-01-25,head_region,impact_injury,unspecified,concussion,Forward-Center,253.0,82.0,46.1,23.0,5,2.6,1.8,34.54833333333333,36.7,22.9,1.1,2.5,8.5,1.6,8.8,17.7,4.9,6.1,0.4,0.25613079019073565,9.399999999999999,Minor (≤1 week)
444,Anthony Davis,2016-02-27,foot_toe,injury,right,right big toe injury,Forward-Center,253.0,82.0,38.6,23.0,4,2.4,-2.9,36.92166666666667,45.5,29.2,1.4,2.2,10.0,1.7,11.2,20.7,6.2,8.8,0.6,-0.1516483516483516,-6.899999999999999,Minor (≤1 week)
445,Anthony Davis,2016-03-19,shoulder_region,injury,left,left knee injury and torn labrum in left shoulder,Forward-Center,253.0,83.0,46.4,24.0,221,2.7,-11.1,34.13,38.6,25.1,1.3,1.9,10.6,1.8,9.1,20.0,6.1,7.6,0.8,0.20207253886010354,7.799999999999997,Severe (>3 months)
446,Anthony Davis,2016-10-12,ankle_region,strain_sprain_tear,unspecified,sprained ankle,Forward-Center,253.0,83.0,46.4,24.0,14,2.7,-11.1,34.13,38.6,25.1,1.3,1.9,10.6,1.8,9.1,20.0,6.1,7.6,0.8,0.20207253886010354,7.799999999999997,Moderate (1-2 weeks)
447,Anthony Davis,2016-11-16,upper_leg,bruise_contusion,right,bruised right quadriceps,Forward-Center,253.0,83.0,52.2,24.0,2,1.9,-5.9,37.318333333333335,40.9,28.6,1.6,1.4,10.7,2.5,9.8,20.3,8.7,10.9,0.3,0.2762836185819072,11.300000000000004,Minor (≤1 week)
448,Anthony Davis,2017-04-08,knee_general,pain_discomfort,left,sore left knee,Forward-Center,253.0,82.0,48.1,25.0,193,1.9,7.8,36.010000000000005,47.2,29.2,1.4,1.6,11.8,1.8,11.5,21.6,5.7,6.6,0.5,0.01906779661016946,0.8999999999999986,Severe (>3 months)
449,Anthony Davis,2017-10-26,knee_general,other,left,left knee tendinitis,Forward-Center,253.0,82.0,47.6,25.0,2,1.8,1.4,33.980000000000004,45.3,27.8,1.7,1.7,11.5,1.9,10.3,20.5,6.3,7.7,0.9,0.05077262693156743,2.3000000000000043,Minor (≤1 week)
450,Anthony Davis,2017-12-02,upper_leg,strain_sprain_tear,left,strained adductor in left groin/pelvis,Forward-Center,253.0,82.0,40.3,25.0,6,1.6,5.7,32.641666666666666,38.8,22.8,1.1,2.7,9.5,2.2,8.6,14.5,5.5,7.2,0.1,0.03865979381443299,1.5,Minor (≤1 week)
451,Anthony Davis,2017-12-11,upper_leg,strain_sprain_tear,left,strained adductor in left groin/pelvis,Forward-Center,253.0,82.0,42.3,25.0,2,1.9,3.6,32.001666666666665,36.6,23.7,0.8,2.1,8.9,2.1,8.8,15.4,5.9,7.5,0.2,0.15573770491803265,5.699999999999996,Minor (≤1 week)
452,Anthony Davis,2018-01-10,ankle_region,strain_sprain_tear,right,sprained right ankle,Forward-Center,253.0,82.0,47.8,25.0,2,1.5,5.1,35.760000000000005,43.6,27.4,1.1,1.7,9.7,1.4,10.0,18.5,6.5,7.4,0.9,0.09633027522935769,4.199999999999996,Minor (≤1 week)
453,Anthony Davis,2018-03-09,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward-Center,253.0,82.0,48.2,25.0,2,2.4,9.8,37.66166666666667,61.0,35.6,2.8,1.7,13.6,2.4,13.2,24.6,7.7,9.0,1.5,-0.20983606557377044,-12.799999999999997,Minor (≤1 week)
454,Anthony Davis,2018-10-29,arm_elbow,strain_sprain_tear,right,sprained right elbow,Forward-Center,253.0,82.0,47.0,26.0,2,2.7,16.4,35.964999999999996,50.7,27.9,2.4,3.4,12.0,2.0,9.7,19.0,7.8,10.5,0.7,-0.07297830374753457,-3.700000000000003,Minor (≤1 week)
455,Anthony Davis,2018-11-01,arm_elbow,strain_sprain_tear,right,sprained right elbow,Forward-Center,253.0,82.0,47.5,26.0,2,2.5,17.2,36.114999999999995,49.9,27.1,2.1,3.8,12.1,1.8,9.5,18.9,7.3,9.9,0.8,-0.04809619238476951,-2.3999999999999986,Minor (≤1 week)
456,Anthony Davis,2018-11-24,hip_pelvis,strain_sprain_tear,right,strained right hip,Forward-Center,253.0,82.0,54.3,26.0,2,2.5,5.4,37.480000000000004,50.4,28.9,1.2,4.9,12.8,2.4,10.2,20.6,7.8,9.4,0.7,0.07738095238095236,3.8999999999999986,Minor (≤1 week)
457,Anthony Davis,2019-01-19,wrist_hand,injury,left,left index finger injury,Forward-Center,253.0,82.0,31.1,26.0,20,2.7,2.6,37.641666666666666,59.7,33.1,1.8,3.7,14.5,1.4,11.5,21.8,9.1,11.0,1.0,-0.47906197654941374,-28.6,Significant (2-4 weeks)
458,Anthony Davis,2019-03-08,spine_torso,muscle_issue,lower,lower back spasms,Forward-Center,253.0,82.0,38.4,26.0,2,2.0,0.7,22.413333333333334,31.1,16.6,1.2,2.7,8.0,1.8,6.5,11.8,3.3,4.9,0.3,0.2347266881028938,7.299999999999997,Minor (≤1 week)
459,Anthony Davis,2019-03-26,spine_torso,muscle_issue,lower,lower back spasms,Forward-Center,253.0,82.0,42.1,27.0,210,1.6,-2.2,21.24833333333333,33.4,17.1,1.4,2.5,8.5,2.2,7.3,12.7,1.8,2.8,0.7,0.2604790419161678,8.700000000000003,Severe (>3 months)
460,Anthony Davis,2020-03-01,knee_general,pain_discomfort,right,sore right knee,Forward-Center,253.0,82.0,38.5,27.0,2,2.2,4.7,33.29333333333334,41.1,25.4,1.4,3.0,10.4,2.7,8.9,17.5,6.6,8.8,1.0,-0.06326034063260344,-2.6000000000000014,Minor (≤1 week)
461,Anthony Davis,2020-08-25,spine_torso,muscle_issue,unspecified,back spasms,Forward-Center,253.0,82.0,40.3,28.0,119,3.1,-3.0,34.185,36.0,23.7,1.1,3.2,8.4,2.5,7.3,16.4,7.9,9.2,1.2,0.11944444444444437,4.299999999999997,Severe (>3 months)
462,Anthony Davis,2021-06-01,hip_pelvis,strain_sprain_tear,left,strained left groin,Forward-Center,253.0,82.0,37.5,29.0,140,1.5,0.4,33.03666666666667,35.2,22.9,1.3,3.3,7.8,2.2,8.2,18.6,5.7,7.2,0.8,0.065340909090909,2.299999999999997,Severe (>3 months)
463,Anthony Davis,2021-12-10,knee_general,pain_discomfort,left,sore left knee,Forward-Center,253.0,82.0,37.5,29.0,5,2.5,0.8,37.83166666666666,41.5,23.7,1.4,3.2,9.0,1.5,9.6,17.7,4.1,6.2,0.4,-0.0963855421686747,-4.0,Minor (≤1 week)
464,Anthony Davis,2021-12-18,knee_general,strain_sprain_tear,left,sprained MCL in left knee,Forward-Center,253.0,82.0,40.6,29.0,38,2.5,3.0,36.42166666666667,36.5,21.7,1.4,2.8,8.8,2.2,8.7,16.6,3.9,5.9,0.4,0.11232876712328771,4.100000000000001,Major (1-3 months)
465,Anthony Davis,2022-10-28,spine_torso,other,lower,tightness in lower back,Forward-Center,253.0,82.0,45.5,30.0,2,2.0,-7.0,33.97833333333334,41.3,21.8,1.7,3.5,8.8,1.4,8.8,16.7,3.8,5.4,0.4,0.10169491525423736,4.200000000000003,Minor (≤1 week)
466,Anthony Davis,2023-11-08,upper_leg,injury,left,left adductor injury,Forward-Center,253.0,82.0,37.5,31.0,2,2.8,-0.8,35.81166666666667,42.4,21.4,1.1,3.3,12.9,1.6,8.1,15.5,4.9,5.6,0.3,-0.11556603773584903,-4.899999999999999,Minor (≤1 week)
467,Anthony Davis,2023-12-15,upper_leg,injury,left,left adductor injury,Forward-Center,253.0,82.0,51.1,31.0,3,2.1,5.8,35.25666666666667,46.1,26.2,1.3,2.5,13.2,1.7,9.7,17.9,6.5,8.4,0.3,0.10845986984815618,5.0,Minor (≤1 week)
468,Anthony Edwards,2022-03-01,knee_patella,inflammation,left,patella tendinopathy in left knee,Guard,225.0,76.0,34.3,20.0,8,2.4,0.9,32.56166666666667,25.1,16.8,1.3,3.9,3.5,2.1,5.7,15.1,3.6,5.7,1.8,0.36653386454183245,9.199999999999996,Moderate (1-2 weeks)
469,Anthony Gill,2021-10-22,lower_leg,strain_sprain_tear,right,strained right calf,Forward,230.0,79.0,7.0,29.0,22,2.0,2.4,13.05,13.5,6.6,0.6,0.7,2.6,0.4,2.5,4.1,1.0,1.2,0.6,-0.48148148148148145,-6.5,Significant (2-4 weeks)
470,Anthony Gill,2023-10-12,upper_leg,injury,left,left hamstring injury,Forward,230.0,80.0,4.5,31.0,18,1.2,0.2,14.594999999999999,7.1,4.2,0.1,1.1,2.4,0.4,1.6,3.7,0.9,1.8,0.1,-0.3661971830985915,-2.5999999999999996,Significant (2-4 weeks)
471,Anthony Gill,2024-04-07,knee_general,pain_discomfort,right,sore right knee,Forward,230.0,80.0,20.666666666666668,31.0,2,3.0,-4.6,21.28666666666667,15.9,9.0,0.5,1.3,4.0,0.8,3.8,8.0,0.9,1.1,0.5,0.29979035639413004,4.7666666666666675,Minor (≤1 week)
472,Anthony Morrow,2010-12-16,upper_leg,strain_sprain_tear,right,strained right hamstring,Guard,210.0,77.0,21.1,25.0,36,3.0,-7.8,37.45833333333333,20.2,14.9,0.1,1.6,2.9,1.2,5.5,11.8,1.8,1.9,2.1,0.04455445544554466,0.9000000000000021,Major (1-3 months)
473,Anthony Morrow,2011-01-12,upper_leg,strain_sprain_tear,right,strained right hamstring,Guard,210.0,77.0,21.1,25.0,9,3.0,-7.8,37.45833333333333,20.2,14.9,0.1,1.6,2.9,1.2,5.5,11.8,1.8,1.9,2.1,0.04455445544554466,0.9000000000000021,Moderate (1-2 weeks)
474,Anthony Morrow,2011-01-15,upper_leg,strain_sprain_tear,right,strained right hamstring,Guard,210.0,77.0,21.1,25.0,6,3.0,-7.8,37.45833333333333,20.2,14.9,0.1,1.6,2.9,1.2,5.5,11.8,1.8,1.9,2.1,0.04455445544554466,0.9000000000000021,Minor (≤1 week)
475,Anthony Morrow,2011-01-17,upper_leg,strain_sprain_tear,right,strained right hamstring,Guard,210.0,77.0,21.1,25.0,4,3.0,-7.8,37.45833333333333,20.2,14.9,0.1,1.6,2.9,1.2,5.5,11.8,1.8,1.9,2.1,0.04455445544554466,0.9000000000000021,Minor (≤1 week)
476,Anthony Morrow,2011-04-05,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,265,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
477,Anthony Morrow,2011-04-06,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,264,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
478,Anthony Morrow,2011-04-08,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,262,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
479,Anthony Morrow,2011-04-10,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,260,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
480,Anthony Morrow,2011-04-11,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,259,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
481,Anthony Morrow,2011-04-13,knee_general,other,left,left knee tendinitis,Guard,210.0,77.0,15.6,26.0,257,2.3,-5.9,31.689999999999998,19.5,14.5,0.4,1.3,2.6,0.8,5.6,12.6,1.8,2.1,1.5,-0.2,-3.9000000000000004,Severe (>3 months)
482,Anthony Morrow,2012-02-01,ankle_region,strain_sprain_tear,left,sore/sprained left ankle,Guard,210.0,77.0,18.3,26.0,2,1.9,-1.7,30.82833333333333,18.1,14.7,0.6,0.5,2.4,1.2,5.1,11.8,2.7,2.9,1.8,0.011049723756906037,0.1999999999999993,Minor (≤1 week)
483,Anthony Morrow,2012-03-26,shoulder_region,bruise_contusion,right,bruised right shoulder,Guard,210.0,77.0,15.7,26.0,4,0.8,2.2,24.243333333333332,17.3,12.3,0.7,1.5,1.3,0.8,4.9,11.4,1.3,1.4,1.2,-0.09248554913294806,-1.6000000000000014,Minor (≤1 week)
484,Anthony Morrow,2012-03-28,shoulder_region,bruise_contusion,right,bruised right shoulder,Guard,210.0,77.0,15.7,26.0,2,0.8,2.2,24.243333333333332,17.3,12.3,0.7,1.5,1.3,0.8,4.9,11.4,1.3,1.4,1.2,-0.09248554913294806,-1.6000000000000014,Minor (≤1 week)
485,Anthony Morrow,2012-12-29,hip_pelvis,strain_sprain_tear,right,strained right hip,Guard,210.0,77.0,5.5,27.0,35,1.1,-2.0,15.391666666666666,9.7,5.9,0.4,0.8,1.6,0.2,2.2,5.5,0.9,1.0,0.6,-0.43298969072164945,-4.199999999999999,Major (1-3 months)
486,Anthony Morrow,2013-01-01,hip_pelvis,strain_sprain_tear,right,strained right hip,Guard,210.0,77.0,5.5,27.0,32,1.1,-2.0,15.391666666666666,9.7,5.9,0.4,0.8,1.6,0.2,2.2,5.5,0.9,1.0,0.6,-0.43298969072164945,-4.199999999999999,Major (1-3 months)
487,Anthony Morrow,2013-01-04,hip_pelvis,strain_sprain_tear,right,strained right hip,Guard,210.0,77.0,5.5,27.0,29,1.1,-2.0,15.391666666666666,9.7,5.9,0.4,0.8,1.6,0.2,2.2,5.5,0.9,1.0,0.6,-0.43298969072164945,-4.199999999999999,Significant (2-4 weeks)
488,Anthony Morrow,2013-01-05,hip_pelvis,strain_sprain_tear,right,strained right hip,Guard,210.0,77.0,5.5,27.0,28,1.1,-2.0,15.391666666666666,9.7,5.9,0.4,0.8,1.6,0.2,2.2,5.5,0.9,1.0,0.6,-0.43298969072164945,-4.199999999999999,Significant (2-4 weeks)
489,Anthony Morrow,2013-01-09,hip_pelvis,strain_sprain_tear,right,strained right hip,Guard,210.0,77.0,5.5,27.0,24,1.1,-2.0,15.391666666666666,9.7,5.9,0.4,0.8,1.6,0.2,2.2,5.5,0.9,1.0,0.6,-0.43298969072164945,-4.199999999999999,Significant (2-4 weeks)
490,Anthony Morrow,2014-10-29,knee_general,strain_sprain_tear,left,sprained MCL in left knee,Guard,210.0,77.0,19.5,29.0,13,1.7,-2.4,29.085,25.0,15.0,1.0,1.8,3.0,1.1,5.5,10.9,2.3,2.5,1.7,-0.22,-5.5,Moderate (1-2 weeks)
491,Anthony Parker,2011-01-07,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,19.6,36.0,14,1.6,-5.1,36.89333333333333,22.5,11.7,1.1,3.1,4.2,1.3,4.4,11.4,1.1,1.7,1.8,-0.12888888888888883,-2.8999999999999986,Moderate (1-2 weeks)
492,Anthony Parker,2011-01-09,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,19.6,36.0,12,1.6,-5.1,36.89333333333333,22.5,11.7,1.1,3.1,4.2,1.3,4.4,11.4,1.1,1.7,1.8,-0.12888888888888883,-2.8999999999999986,Moderate (1-2 weeks)
493,Anthony Parker,2011-01-11,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,19.6,36.0,10,1.6,-5.1,36.89333333333333,22.5,11.7,1.1,3.1,4.2,1.3,4.4,11.4,1.1,1.7,1.8,-0.12888888888888883,-2.8999999999999986,Moderate (1-2 weeks)
494,Anthony Parker,2011-01-22,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,20.7,36.0,3,1.2,-4.7,34.57333333333334,21.6,10.8,1.0,3.2,4.1,1.2,4.1,10.6,0.9,1.5,1.7,-0.04166666666666676,-0.9000000000000021,Minor (≤1 week)
495,Anthony Parker,2011-01-24,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,20.7,36.0,1,1.2,-4.7,34.57333333333334,21.6,10.8,1.0,3.2,4.1,1.2,4.1,10.6,0.9,1.5,1.7,-0.04166666666666676,-0.9000000000000021,Minor (≤1 week)
496,Anthony Parker,2011-04-11,spine_torso,muscle_issue,unspecified,back spasms,Guard,210.0,78.0,15.1,36.0,2,1.5,1.5,26.898333333333333,17.3,6.9,0.8,3.3,2.9,0.9,2.6,6.3,0.8,1.1,0.9,-0.12716763005780352,-2.200000000000001,Minor (≤1 week)
497,Anthony Parker,2012-01-31,spine_torso,strain_sprain_tear,lower,strained lower back,Guard,210.0,78.0,12.8,37.0,28,1.4,-0.4,22.758333333333333,11.1,5.1,0.7,2.2,2.5,1.1,2.1,6.0,0.2,0.6,0.7,0.15315315315315325,1.700000000000001,Significant (2-4 weeks)
498,Anthony Parker,2012-04-06,spine_torso,injury,unspecified,sternum injury,Guard,210.0,78.0,18.5,37.0,4,1.6,-6.4,29.226666666666667,20.8,9.4,0.8,3.2,3.3,0.8,3.6,7.6,1.2,1.7,1.0,-0.1105769230769231,-2.3000000000000007,Minor (≤1 week)
499,Anthony Randolph,2012-11-17,ankle_region,injury,unspecified,ankle injury,Forward,225.0,83.0,2.9,23.0,8,1.9,1.0,22.106666666666666,14.7,11.6,0.2,0.8,5.5,1.6,4.1,9.1,3.4,4.1,0.0,-0.8027210884353742,-11.799999999999999,Moderate (1-2 weeks)
500,Anthony Randolph,2013-11-05,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward,225.0,83.0,10.4,24.0,3,1.8,-0.3,14.033333333333335,11.8,6.5,0.8,0.4,4.4,1.7,2.7,4.5,1.1,1.7,0.0,-0.11864406779661019,-1.4000000000000004,Minor (≤1 week)
501,Anthony Randolph,2013-11-07,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward,225.0,83.0,10.4,24.0,1,1.8,-0.3,14.033333333333335,11.8,6.5,0.8,0.4,4.4,1.7,2.7,4.5,1.1,1.7,0.0,-0.11864406779661019,-1.4000000000000004,Minor (≤1 week)
502,Anthony Randolph,2014-01-11,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward,225.0,83.0,11.9,24.0,8,1.8,-2.9,12.688333333333334,8.1,4.5,0.8,0.5,3.7,1.3,1.2,3.8,2.0,2.4,0.1,0.4691358024691359,3.8000000000000007,Moderate (1-2 weeks)
503,Anthony Randolph,2014-01-13,ankle_region,strain_sprain_tear,left,sprained left ankle,Forward,225.0,83.0,11.9,24.0,6,1.8,-2.9,12.688333333333334,8.1,4.5,0.8,0.5,3.7,1.3,1.2,3.8,2.0,2.4,0.1,0.4691358024691359,3.8000000000000007,Minor (≤1 week)
504,Anthony Tolliver,2012-01-27,wrist_hand,injury,unspecified,wrist injury,Forward,240.0,80.0,3.1,27.0,3,1.9,2.1,19.134999999999998,6.5,3.6,0.5,0.3,2.3,0.6,1.0,3.3,0.9,1.1,0.7,-0.5230769230769231,-3.4,Minor (≤1 week)
505,Anthony Tolliver,2016-02-22,knee_general,strain_sprain_tear,right,sprained MCL in right knee,Forward,240.0,80.0,7.7,31.0,18,1.8,-3.2,21.794999999999998,12.3,5.8,0.6,0.7,3.7,0.6,1.9,5.0,0.4,0.6,1.6,-0.3739837398373984,-4.6000000000000005,Significant (2-4 weeks)
506,Anthony Tolliver,2016-11-03,knee_general,strain_sprain_tear,right,sprained right knee,Forward,240.0,80.0,11.1,32.0,7,1.0,-6.4,17.421666666666667,7.8,4.9,0.1,0.7,2.7,0.8,1.7,4.2,0.5,0.7,1.0,0.4230769230769231,3.3,Minor (≤1 week)
507,Anthony Tolliver,2017-04-04,spine_torso,strain_sprain_tear,right,strained right hip / lower back,Forward,240.0,80.0,13.4,32.0,3,1.6,-1.7,19.841666666666665,15.4,8.6,0.2,1.3,2.9,0.8,3.2,5.9,0.3,0.6,1.9,-0.12987012987012986,-2.0,Minor (≤1 week)
508,Antonio Blakeney,2018-03-22,wrist_hand,bone_injury,left,fractured left wrist,Guard,192.0,76.0,15.3,22.0,210,1.3,0.9,17.701666666666664,11.3,8.0,0.5,1.4,1.8,0.6,2.6,7.7,1.9,2.4,0.9,0.35398230088495575,4.0,Severe (>3 months)
509,Antonio McDyess,2011-03-28,spine_torso,bruise_contusion,lower,bruised lower back,Forward-Center,245.0,81.0,15.666666666666666,36.0,3,3.0,-0.3,23.145,14.9,6.5,0.6,1.1,6.9,0.9,2.6,6.1,1.3,1.7,0.0,0.05145413870246079,0.7666666666666657,Minor (≤1 week)
510,Antonius Cleveland,2018-02-22,ankle_region,injury,left,left ankle injury,Guard,195.0,77.4,2.5,24.0,41,1.25,-2.25,9.5375,4.5,1.125,0.75,0.25,1.25,0.25,0.5,1.75,0.125,0.25,0.0,-0.4444444444444444,-2.0,Major (1-3 months)
511,Anzejs Pasecniks,2020-02-11,hip_pelvis,injury,left,left hip injury,Forward,229.0,85.85714285714286,3.0,24.0,19,2.9,0.5,19.941666666666666,12.5,7.8,0.5,0.8,4.6,1.6,3.0,5.4,1.8,2.7,0.0,-0.76,-9.5,Significant (2-4 weeks)
512,Archie Goodwin,2016-04-11,ankle_region,strain_sprain_tear,left,sprained left ankle,Guard,204.5,77.0,12.6,21.0,2,1.5,-0.8,14.606666666666666,9.1,7.0,0.6,1.8,2.1,2.3,2.5,5.7,1.5,2.7,0.5,0.38461538461538464,3.5,Minor (≤1 week)
513,Armon Johnson,2011-03-19,skin_tissue,inflammation,unspecified,right knee inflammation,Guard,195.0,75.0,5.9,22.0,3,0.9,-1.9,7.9,3.8,2.9,0.0,1.0,2.1,1.0,1.2,3.5,0.5,0.6,0.0,0.5526315789473686,2.1000000000000005,Minor (≤1 week)
514,Aron Baynes,2013-12-13,ankle_region,injury,left,left ankle injury,Center-Forward,260.0,82.0,7.2,27.0,1,1.7,0.0,10.546666666666665,5.2,3.1,0.0,0.7,3.0,0.7,1.4,3.6,0.3,0.4,0.0,0.3846153846153846,2.0,Minor (≤1 week)
515,Aron Baynes,2014-02-19,knee_general,bruise_contusion,left,bruised left knee,Center-Forward,260.0,82.0,6.8,27.0,2,1.8,2.5,11.898333333333333,7.4,3.4,0.2,0.9,4.0,0.8,1.2,3.3,1.0,1.1,0.0,-0.08108108108108115,-0.6000000000000005,Minor (≤1 week)
