Date,Team,Acquired,Player,Injury,Duration,Injury_Description,Injured_Area,Injury_Reason,Next_Appearance,Days_Between,Estimated_Duration_Days,Body_Part_Group,Injury_Reason_Group,Direction,Injury_Combined
2011-01-01,Cavaliers,,Daniel Gibson,bruised left thigh (DNP),DNP,bruised left thigh,left thigh,bruise,2011-01-06,5.0,5.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2011-01-06,Cavaliers,,Daniel Gibson,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2011-01-14,8.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2011-01-14,Cavaliers,,Daniel Gibson,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2011-01-15,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2011-01-15,Cavaliers,,Daniel Gibson,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2011-01-31,16.0,16.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2011-01-31,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP),DNP,bruised left quadriceps,left quadriceps,bruise,2011-02-02,2.0,2.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2011-02-02,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP),DNP,bruised left quadriceps,left quadriceps,bruise,2011-03-02,28.0,28.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2011-03-02,Cavaliers,,Daniel Gibson,quadriceps injury (DTD),DTD,quadriceps injury,quadriceps,injury,2012-02-17,352.0,7.0,upper_leg,injury,unspecified,upper_leg_injury
2012-02-17,Cavaliers,,Daniel Gibson,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-02-19,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-19,Cavaliers,,Daniel Gibson,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-03-21,31.0,31.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-21,Cavaliers,,Daniel Gibson,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-03-25,4.0,4.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-25,Cavaliers,,Daniel Gibson,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-03-27,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-27,Cavaliers,,Daniel Gibson,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-03-28,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-28,Cavaliers,,Daniel Gibson,torn tendon in left ankle (DNP),DNP,torn tendon in left ankle,left tendon,torn,2012-03-30,2.0,2.0,other,strain_sprain_tear,left,other_strain_sprain_tear
2012-03-30,Cavaliers,,Daniel Gibson,torn tendon in left ankle (DNP),DNP,torn tendon in left ankle,left tendon,torn,2012-11-18,233.0,233.0,other,strain_sprain_tear,left,other_strain_sprain_tear
2012-11-18,Cavaliers,,Daniel Gibson,sore right elbow (DTD),DTD,sore right elbow,right elbow,sore,2012-11-21,3.0,3.0,arm_elbow,pain_discomfort,right,arm_elbow_pain_discomfort
2012-11-21,Cavaliers,,Daniel Gibson,sore right elbow (DNP),DNP,sore right elbow,right elbow,sore,2012-11-27,6.0,6.0,arm_elbow,pain_discomfort,right,arm_elbow_pain_discomfort
2012-11-27,Cavaliers,,Daniel Gibson,sore right elbow (DNP),DNP,sore right elbow,right elbow,sore,2012-12-19,22.0,22.0,arm_elbow,pain_discomfort,right,arm_elbow_pain_discomfort
2012-12-19,Cavaliers,,Daniel Gibson,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2013-01-29,41.0,41.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2013-01-29,Cavaliers,,Daniel Gibson,sprained right big toe (DNP),DNP,sprained right big toe,right toe,sprain,2013-02-01,3.0,3.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2013-02-01,Cavaliers,,Daniel Gibson,sprained right big toe (DNP),DNP,sprained right big toe,right toe,sprain,2013-02-02,1.0,1.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2013-02-02,Cavaliers,,Daniel Gibson,sprained right big toe (DNP),DNP,sprained right big toe,right toe,sprain,2013-04-05,62.0,62.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2013-04-05,Cavaliers,,Daniel Gibson,elbow injury (DNP),DNP,elbow injury,elbow,injury,2013-04-07,2.0,2.0,arm_elbow,injury,unspecified,arm_elbow_injury
2013-04-07,Cavaliers,,Daniel Gibson,elbow injury (DNP),DNP,elbow injury,elbow,injury,2013-04-09,2.0,2.0,arm_elbow,injury,unspecified,arm_elbow_injury
2013-04-09,Cavaliers,,Daniel Gibson,elbow injury (DNP),DNP,elbow injury,elbow,injury,2013-04-10,1.0,1.0,arm_elbow,injury,unspecified,arm_elbow_injury
2013-04-10,Cavaliers,,Daniel Gibson,elbow injury (DNP),DNP,elbow injury,elbow,injury,2013-04-12,2.0,2.0,arm_elbow,injury,unspecified,arm_elbow_injury
2013-04-12,Cavaliers,,Daniel Gibson,elbow injury (DNP),DNP,elbow injury,elbow,injury,,,,arm_elbow,injury,unspecified,arm_elbow_injury
2018-10-17,Hawks,,Daniel Hamilton,torn rotator cuff in shoulder (out indefinitely),out indefinitely,torn rotator cuff in shoulder,rotator cuff,torn,,,,shoulder_region,strain_sprain_tear,unspecified,shoulder_region_strain_sprain_tear
2013-11-08,76ers,,Daniel Orton,sore right knee (DNP),DNP,sore right knee,right knee,sore,2013-11-09,1.0,1.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2013-11-09,76ers,,Daniel Orton,sore right knee (DNP),DNP,sore right knee,right knee,sore,2013-11-11,2.0,2.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2013-11-11,76ers,,Daniel Orton,sore right knee (DNP),DNP,sore right knee,right knee,sore,,,,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2021-02-15,Clippers,,Daniel Oturu,strained right quadriceps (DTD),DTD,strained right quadriceps,right quadriceps,strain,,,,upper_leg,strain_sprain_tear,right,upper_leg_strain_sprain_tear
2018-02-28,Celtics,,Daniel Theis,sore right hamstring (DTD),DTD,sore right hamstring,right hamstring,sore,2018-03-12,12.0,7.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2018-03-12,Celtics,,Daniel Theis,torn meniscus in left knee (out for season),out for season,torn meniscus in left knee,left knee,torn,2018-10-29,231.0,231.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2018-10-29,Celtics,,Daniel Theis,plantar fascia in right foot (out indefinitely),out indefinitely,plantar fascia in right foot,right plantar fascia,unknown,2020-02-04,463.0,463.0,ankle_foot,other,right,ankle_foot_other
2020-02-04,Celtics,,Daniel Theis,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2021-11-02,637.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2021-11-02,Rockets,,Daniel Theis,right big toe injury (DTD),DTD,right big toe injury,right toe,injury,2024-12-05,1129.0,7.0,ankle_foot,injury,right,ankle_foot_injury
2024-12-05,Pelicans,,Daniel Theis,neck spasms (DTD),DTD,neck spasms,neck,spasms,,,,spine_torso,muscle_issue,unspecified,spine_torso_muscle_issue
2011-01-03,Knicks,,Danilo Gallinari,sprained left knee (out indefinitely),out indefinitely,sprained left knee,left knee,sprain,2011-04-11,98.0,98.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2011-04-11,Nuggets,,Danilo Gallinari,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2011-04-13,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2011-04-13,Nuggets,,Danilo Gallinari,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2012-02-07,300.0,300.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-02-07,Nuggets,,Danilo Gallinari,chip fracture in left ankle (out indefinitely),out indefinitely,chip fracture in left ankle,left ankle,fracture,2012-02-08,1.0,14.0,ankle_foot,bone_injury,left,ankle_foot_bone_injury
2012-02-08,Nuggets,,Danilo Gallinari,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-02-09,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-09,Nuggets,,Danilo Gallinari,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-02-11,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-11,Nuggets,,Danilo Gallinari,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-02-14,3.0,3.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-14,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-02-15,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-15,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-02-17,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-17,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-02-19,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-19,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-02-20,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-20,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-02-22,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-22,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (F P),DNP,sprained left ankle,left ankle,sprain,2012-02-23,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-23,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-02-29,6.0,6.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-02-29,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-03-02,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-02,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-03-04,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-04,Nuggets,,Danilo Gallinari,sprained left ankle (DNP) (P),DNP,sprained left ankle,left ankle,sprain,2012-03-19,15.0,15.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-03-19,Nuggets,,Danilo Gallinari,fractured right thumb (DTD),DTD,fractured right thumb,right thumb,fracture,2012-03-26,7.0,7.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2012-03-26,Nuggets,,Danilo Gallinari,fractured left thumb (DNP),DNP,fractured left thumb,left thumb,fracture,2012-10-31,219.0,219.0,wrist_hand,bone_injury,left,wrist_hand_bone_injury
2012-10-31,Nuggets,,Danilo Gallinari,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-04-05,156.0,156.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-04-05,Nuggets,,Danilo Gallinari,torn ACL in left knee (out for season),out for season,torn ACL in left knee,left knee,torn,2014-04-15,375.0,375.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2014-04-15,Nuggets,,Danilo Gallinari,torn ACL in left knee (out for season),out for season,torn ACL in left knee,left knee,torn,2014-12-13,242.0,242.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2014-12-13,Nuggets,,Danilo Gallinari,bruised right knee (DTD),DTD,bruised right knee,right knee,bruise,2014-12-21,8.0,7.0,knee_region,bruise_contusion,right,knee_region_bruise_contusion
2014-12-21,Nuggets,,Danilo Gallinari,torn meniscus in right knee (out indefinitely),out indefinitely,torn meniscus in right knee,right knee,torn,2015-03-28,97.0,97.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2015-03-28,Nuggets,,Danilo Gallinari,shoulder injury (DTD),DTD,shoulder injury,shoulder,injury,2016-11-23,606.0,7.0,shoulder_region,injury,unspecified,shoulder_region_injury
2016-11-23,Nuggets,,Danilo Gallinari,sore right thigh (DTD),DTD,sore right thigh,right thigh,sore,2017-01-19,57.0,7.0,upper_leg,pain_discomfort,right,upper_leg_pain_discomfort
2017-01-19,Nuggets,,Danilo Gallinari,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2017-02-02,14.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2017-02-02,Nuggets,,Danilo Gallinari,strained groin (DTD),DTD,strained groin,groin,strain,2017-03-15,41.0,7.0,hip_pelvis,strain_sprain_tear,unspecified,hip_pelvis_strain_sprain_tear
2017-03-15,Nuggets,,Danilo Gallinari,left knee injury (DTD),DTD,left knee injury,left knee,injury,2017-07-30,137.0,7.0,knee_region,injury,left,knee_region_injury
2017-07-30,Clippers,,Danilo Gallinari,fractured bone in right hand (out indefinitely),out indefinitely,fractured bone in right hand,right hand,fracture,2017-11-06,99.0,99.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2017-11-06,Clippers,,Danilo Gallinari,strained left gluteus muscle (DTD),DTD,strained left gluteus muscle,left gluteus,strain,2018-02-23,109.0,7.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2018-02-23,Clippers,,Danilo Gallinari,sprained right hand (DTD),DTD,sprained right hand,right hand,sprain,2018-03-02,7.0,7.0,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2018-03-02,Clippers,,Danilo Gallinari,fractured right hand (out indefinitely),out indefinitely,fractured right hand,right hand,fracture,2018-04-03,32.0,32.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2018-04-03,Clippers,,Danilo Gallinari,sore right hand (out for season),out for season,sore right hand,right hand,sore,2019-03-12,343.0,343.0,wrist_hand,pain_discomfort,right,wrist_hand_pain_discomfort
2019-03-12,Clippers,,Danilo Gallinari,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2019-04-07,26.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2019-04-07,Clippers,,Danilo Gallinari,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2020-02-27,326.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2020-02-27,Thunder,,Danilo Gallinari,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2020-12-26,303.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2020-12-26,Hawks,,Danilo Gallinari,bruised left foot (DTD),DTD,bruised left foot,left foot,bruise,2020-12-31,5.0,5.0,ankle_foot,bruise_contusion,left,ankle_foot_bruise_contusion
2020-12-31,Hawks,,Danilo Gallinari,sprained right ankle (out indefinitely),out indefinitely,sprained right ankle,right ankle,sprain,2021-04-07,97.0,97.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2021-04-07,Hawks,,Danilo Gallinari,sore left ankle (DTD),DTD,sore left ankle,left ankle,sore,2021-04-11,4.0,4.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2021-04-11,Hawks,,Danilo Gallinari,sore right foot (DTD),DTD,sore right foot,right foot,sore,2021-10-21,193.0,7.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2021-10-21,Hawks,,Danilo Gallinari,sore left shoulder (DTD),DTD,sore left shoulder,left shoulder,sore,2022-04-05,166.0,7.0,shoulder_region,pain_discomfort,left,shoulder_region_pain_discomfort
2022-04-05,Hawks,,Danilo Gallinari,left knee inflammation (DTD),DTD,left knee inflammation,left knee,inflammation,2022-09-02,150.0,7.0,knee_region,inflammation,left,knee_region_inflammation
2022-09-02,Celtics,,Danilo Gallinari,torn ACL in left knee (out for season),out for season,torn ACL in left knee,left knee,torn,,,,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2010-03-17,Pacers,,Danny Granger,cheekbone injury (DNP),DNP,cheekbone injury,cheekbone,injury,2012-02-15,700.0,700.0,head_region,injury,unspecified,head_region_injury
2012-02-15,Pacers,,Danny Granger,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-10-30,258.0,258.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-10-30,Pacers,,Danny Granger,sore left knee (out indefinitely),out indefinitely,sore left knee,left knee,sore,2013-10-28,363.0,363.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2013-10-28,Pacers,,Danny Granger,strained left calf (out indefinitely),out indefinitely,strained left calf,left calf,strain,2014-03-29,152.0,152.0,lower_leg,strain_sprain_tear,left,lower_leg_strain_sprain_tear
2014-03-29,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-03-31,2.0,2.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-03-31,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-02,2.0,2.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-02,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-06,4.0,4.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-06,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-09,3.0,3.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-09,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-12,3.0,3.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-12,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-15,3.0,3.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-15,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-04-16,1.0,1.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-04-16,Clippers,,Danny Granger,strained left hamstring (DNP),DNP,strained left hamstring,left hamstring,strain,2014-10-29,196.0,196.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2014-10-29,Heat,,Danny Granger,hamstring injury (DTD),DTD,hamstring injury,hamstring,injury,,,,upper_leg,injury,unspecified,upper_leg_injury
2010-04-14,Cavaliers,,Danny Green,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2012-12-05,966.0,966.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-12-05,Spurs,,Danny Green,hamstring injury (DNP),DNP,hamstring injury,hamstring,injury,2014-01-13,404.0,404.0,upper_leg,injury,unspecified,upper_leg_injury
2014-01-13,Spurs,,Danny Green,fractured left index finger (DNP),DNP,fractured left index finger,left index finger,fracture,2014-03-24,70.0,70.0,wrist_hand,bone_injury,left,wrist_hand_bone_injury
2014-03-24,Spurs,,Danny Green,foot injury (DNP),DNP,foot injury,foot,injury,2014-03-28,4.0,4.0,ankle_foot,injury,unspecified,ankle_foot_injury
2014-03-28,Spurs,,Danny Green,right foot inflammation (DNP),DNP,right foot inflammation,right foot,inflammation,2014-03-29,1.0,1.0,ankle_foot,inflammation,right,ankle_foot_inflammation
2014-03-29,Spurs,,Danny Green,right foot inflammation (DNP),DNP,right foot inflammation,right foot,inflammation,2016-10-21,937.0,937.0,ankle_foot,inflammation,right,ankle_foot_inflammation
2016-10-21,Spurs,,Danny Green,strained left quadricep (out indefinitely),out indefinitely,strained left quadricep,left quad,strain,2017-04-01,162.0,162.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2017-04-01,Spurs,,Danny Green,bruised left quadricep (DTD),DTD,bruised left quadricep,left quad,bruise,2017-12-09,252.0,7.0,upper_leg,bruise_contusion,left,upper_leg_bruise_contusion
2017-12-09,Spurs,,Danny Green,tightness in left groin (DTD),DTD,tightness in left groin,left groin,unknown,2017-12-16,7.0,7.0,hip_pelvis,other,left,hip_pelvis_other
2017-12-16,Spurs,,Danny Green,tightness in left groin (DTD),DTD,tightness in left groin,left groin,unknown,2017-12-21,5.0,5.0,hip_pelvis,other,left,hip_pelvis_other
2017-12-21,Spurs,,Danny Green,tightness in left groin (DTD),DTD,tightness in left groin,left groin,unknown,2018-12-21,365.0,7.0,hip_pelvis,other,left,hip_pelvis_other
2018-12-21,Raptors,,Danny Green,bruised left knee (DTD),DTD,bruised left knee,left knee,bruise,2021-04-10,841.0,7.0,knee_region,bruise_contusion,left,knee_region_bruise_contusion
2021-04-10,76ers,,Danny Green,sore left hip (DTD),DTD,sore left hip,left hip,sore,2021-11-15,219.0,7.0,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2021-11-15,76ers,,Danny Green,left hamstring injury (DTD),DTD,left hamstring injury,left hamstring,injury,,,,upper_leg,injury,left,upper_leg_injury
2011-02-05,Blazers,,Dante Cunningham,facial injury (DNP),DNP,facial injury,facial,injury,2012-03-31,420.0,420.0,head_region,injury,unspecified,head_region_injury
2012-03-31,Grizzlies,,Dante Cunningham,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-04-02,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-04-02,Grizzlies,,Dante Cunningham,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2016-11-02,1675.0,1675.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2016-11-02,Pelicans,,Dante Cunningham,sore hip (DTD),DTD,sore hip,hip,sore,2016-11-24,22.0,7.0,hip_pelvis,pain_discomfort,unspecified,hip_pelvis_pain_discomfort
2016-11-24,Pelicans,,Dante Cunningham,fractured fibula in right leg (out indefinitely),out indefinitely,fractured fibula in right leg,right fibula,fracture,2017-12-11,382.0,382.0,lower_leg,bone_injury,right,lower_leg_bone_injury
2017-12-11,Pelicans,,Dante Cunningham,right knee injury (DTD),DTD,right knee injury,right knee,injury,2018-04-05,115.0,7.0,knee_region,injury,right,knee_region_injury
2018-04-05,Nets,,Dante Cunningham,back injury (DTD),DTD,back injury,back,injury,2018-12-09,248.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2018-12-09,Spurs,,Dante Cunningham,abdominal injury (DTD),DTD,abdominal injury,unknown,injury,2019-02-02,55.0,7.0,other,injury,unspecified,other_injury
2019-02-02,Spurs,,Dante Cunningham,sore right ankle (DTD),DTD,sore right ankle,right ankle,sore,,,,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2015-08-06,Jazz,,Dante Exum,torn ACL in left knee (out indefinitely),out indefinitely,torn ACL in left knee,left knee,torn,2016-12-21,503.0,503.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2016-12-21,Jazz,,Dante Exum,patellar tendinitis in left knee (DTD),DTD,patellar tendinitis in left knee,left patella,unknown,2017-10-07,290.0,7.0,knee_region,other,left,knee_region_other
2017-10-07,Jazz,,Dante Exum,separated left shoulder (out indefinitely),out indefinitely,separated left shoulder,left shoulder,unknown,2018-05-07,212.0,212.0,shoulder_region,other,left,shoulder_region_other
2018-05-07,Jazz,,Dante Exum,strained left hamstring (out for season),out for season,strained left hamstring,left hamstring,strain,2019-03-15,312.0,312.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2019-03-15,Jazz,,Dante Exum,right knee injury (out for season),out for season,right knee injury,right knee,injury,2019-10-22,221.0,221.0,knee_region,injury,right,knee_region_injury
2019-10-22,Jazz,,Dante Exum,right knee injury (DTD),DTD,right knee injury,right knee,injury,2019-11-15,24.0,7.0,knee_region,injury,right,knee_region_injury
2019-11-15,Jazz,,Dante Exum,right knee injury (DTD),DTD,right knee injury,right knee,injury,2024-04-13,1611.0,7.0,knee_region,injury,right,knee_region_injury
2024-04-13,Mavericks,,Dante Exum,sprained right foot (DTD),DTD,sprained right foot,right foot,sprain,,,,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2016-11-25,Wizards,,Danuel House Jr.,fractured right wrist (out indefinitely),out indefinitely,fractured right wrist,right wrist,fracture,2019-05-04,890.0,890.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2019-05-04,Rockets,,Danuel House Jr.,toe injury (DTD),DTD,toe injury,toe,injury,2021-03-03,669.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2021-03-03,Rockets,,Danuel House Jr.,bruised right knee (DTD),DTD,bruised right knee,right knee,bruise,2021-04-05,33.0,7.0,knee_region,bruise_contusion,right,knee_region_bruise_contusion
2021-04-05,Rockets,,Danuel House Jr.,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2021-04-29,24.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2021-04-29,Rockets,,Danuel House Jr.,sore right ankle (DTD),DTD,sore right ankle,right ankle,sore,2021-05-12,13.0,7.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2021-05-12,Rockets,,Danuel House Jr.,sore right ankle (out for season),out for season,sore right ankle,right ankle,sore,2021-12-25,227.0,227.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2021-12-25,Knicks,,Danuel House Jr.,finger injury (DTD),DTD,finger injury,finger,injury,2022-02-11,48.0,7.0,wrist_hand,injury,unspecified,wrist_hand_injury
2022-02-11,Jazz,,Danuel House Jr.,sore right shoulder (DTD),DTD,sore right shoulder,right shoulder,sore,2022-12-11,303.0,7.0,shoulder_region,pain_discomfort,right,shoulder_region_pain_discomfort
2022-12-11,76ers,,Danuel House Jr.,left foot injury,,left foot injury,left foot,injury,2023-03-24,103.0,103.0,ankle_foot,injury,left,ankle_foot_injury
2023-03-24,76ers,,Danuel House Jr.,sore right shoulder (DTD),DTD,sore right shoulder,right shoulder,sore,2024-01-16,298.0,7.0,shoulder_region,pain_discomfort,right,shoulder_region_pain_discomfort
2024-01-16,76ers,,Danuel House Jr.,lumbar spine injury (DTD),DTD,lumbar spine injury,spine,injury,2024-02-07,22.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2024-02-07,76ers,,Danuel House Jr.,sore right foot (DTD),DTD,sore right foot,right foot,sore,,,,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2017-04-12,76ers,,Dario Saric,sore left heel (out for season),out for season,sore left heel,left heel,sore,2017-12-07,239.0,239.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2017-12-07,76ers,,Dario Saric,eye injury (DTD),DTD,eye injury,eye,injury,2020-02-01,786.0,7.0,head_region,injury,unspecified,head_region_injury
2020-02-01,Suns,,Dario Saric,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2020-12-21,324.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
